Price,Close,High,Low,Open,Volume
Ticker,PLN=X,PLN=X,PLN=X,PLN=X,PLN=X
Date,,,,,
2019-07-08,3.786900043487549,3.7969000339508057,3.7815499305725098,3.786099910736084,0
2019-07-09,3.7950000762939453,3.808199882507324,3.7876999378204346,3.7943999767303467,0
2019-07-10,3.8097000122070312,3.8122000694274902,3.7874999046325684,3.8099000453948975,0
2019-07-11,3.787600040435791,3.7941999435424805,3.7802000045776367,3.787400007247925,0
2019-07-12,3.7918999195098877,3.7976999282836914,3.782589912414551,3.79229998588562,0
2019-07-15,3.7871999740600586,3.79010009765625,3.7760000228881836,3.787060022354126,0
2019-07-16,3.78410005569458,3.7994000911712646,3.7813000679016113,3.783900022506714,0
2019-07-17,3.7962000370025635,3.8043999671936035,3.793100118637085,3.7964999675750732,0
2019-07-18,3.7962000370025635,3.800539970397949,3.7915799617767334,3.7962000370025635,0
2019-07-19,3.777250051498413,3.7945001125335693,3.7748000621795654,3.7771499156951904,0
2019-07-22,3.788990020751953,3.793600082397461,3.7827301025390625,3.789249897003174,0
2019-07-23,3.7888500690460205,3.8170599937438965,3.7881200313568115,3.789249897003174,0
2019-07-24,3.8180999755859375,3.8250999450683594,3.811340093612671,3.8183999061584473,0
2019-07-25,3.8150999546051025,3.8257100582122803,3.8058199882507324,3.8152201175689697,0
2019-07-26,3.8197999000549316,3.8446500301361084,3.816849946975708,3.819469928741455,0
2019-07-29,3.8366100788116455,3.8529000282287598,3.8334500789642334,3.8363099098205566,0
2019-07-30,3.8478500843048096,3.8592000007629395,3.8445000648498535,3.848900079727173,0
2019-07-31,3.8513998985290527,3.85509991645813,3.846100091934204,3.851599931716919,0
2019-08-01,3.871500015258789,3.8994500637054443,3.871079921722412,3.871079921722412,0
2019-08-02,3.8882999420166016,3.891590118408203,3.86929988861084,3.8880999088287354,0
2019-08-05,3.8780200481414795,3.881700038909912,3.849600076675415,3.878200054168701,0
2019-08-06,3.8424999713897705,3.860909938812256,3.8402199745178223,3.8429999351501465,0
2019-08-07,3.852299928665161,3.862499952316284,3.8436999320983887,3.851219892501831,0
2019-08-08,3.856300115585327,3.864949941635132,3.84660005569458,3.8557798862457275,0
2019-08-09,3.862139940261841,3.8645999431610107,3.8522000312805176,3.8624000549316406,0
2019-08-12,3.8592000007629395,3.8751699924468994,3.8529000282287598,3.8588500022888184,0
2019-08-13,3.859060049057007,3.877419948577881,3.8590500354766846,3.8598999977111816,0
2019-08-14,3.876800060272217,3.924299955368042,3.8751699924468994,3.8754000663757324,0
2019-08-15,3.92399001121521,3.9465599060058594,3.914900064468384,3.923419952392578,0
2019-08-16,3.934000015258789,3.9400999546051025,3.900130033493042,3.935529947280884,0
2019-08-19,3.913300037384033,3.9417500495910645,3.9087400436401367,3.913300037384033,0
2019-08-20,3.9421000480651855,3.944499969482422,3.9237000942230225,3.9408600330352783,0
2019-08-21,3.928999900817871,3.931999921798706,3.9135000705718994,3.928800106048584,0
2019-08-22,3.9192099571228027,3.9486000537872314,3.915479898452759,3.91936993598938,0
2019-08-23,3.9312000274658203,3.943000078201294,3.9200000762939453,3.930419921875,0
2019-08-26,3.9289801120758057,3.933919906616211,3.918800115585327,3.9305999279022217,0
2019-08-27,3.927999973297119,3.9467999935150146,3.922499895095825,3.9267098903656006,0
2019-08-28,3.9482998847961426,3.9635798931121826,3.944550037384033,3.9486000537872314,0
2019-08-29,3.9602200984954834,3.974299907684326,3.953239917755127,3.961199998855591,0
2019-08-30,3.966399908065796,3.98649001121521,3.9621999263763428,3.966599941253662,0
2019-09-02,3.9795000553131104,3.987499952316284,3.9674999713897705,3.980299949645996,0
2019-09-03,3.976710081100464,3.997450113296509,3.961699962615967,3.9779999256134033,0
2019-09-04,3.9609999656677246,3.9626998901367188,3.9312798976898193,3.9607999324798584,0
2019-09-05,3.935499906539917,3.945499897003174,3.9126999378204346,3.935499906539917,0
2019-09-06,3.9339001178741455,3.9388999938964844,3.923640012741089,3.9339001178741455,0
2019-09-09,3.937299966812134,3.9388999938964844,3.9168999195098877,3.937299966812134,0
2019-09-10,3.921380043029785,3.9293999671936035,3.9172000885009766,3.9217300415039062,0
2019-09-11,3.9207000732421875,3.948390007019043,3.9189000129699707,3.9214999675750732,0
2019-09-12,3.940340042114258,3.9613900184631348,3.9131999015808105,3.9399399757385254,0
2019-09-13,3.9211199283599854,3.9214000701904297,3.894860029220581,3.9214000701904297,0
2019-09-16,3.902669906616211,3.9346001148223877,3.9025299549102783,3.9030001163482666,0
2019-09-17,3.9361000061035156,3.946700096130371,3.9191501140594482,3.9348700046539307,0
2019-09-18,3.911720037460327,3.9323999881744385,3.911479949951172,3.9117000102996826,0
2019-09-19,3.933500051498413,3.940000057220459,3.9189999103546143,3.933419942855835,0
2019-09-20,3.9296000003814697,3.978450059890747,3.9213199615478516,3.9302000999450684,0
2019-09-23,3.9674899578094482,4.008309841156006,3.963550090789795,3.967360019683838,0
2019-09-24,3.9927000999450684,3.998800039291382,3.976449966430664,3.9919800758361816,0
2019-09-25,3.976599931716919,4.002600193023682,3.9747400283813477,3.976599931716919,0
2019-09-26,3.9999001026153564,4.015699863433838,3.9940099716186523,4.000100135803223,0
2019-09-27,4.014289855957031,4.021029949188232,3.9988200664520264,4.01423978805542,0
2019-09-30,4.005099773406982,4.021309852600098,3.99714994430542,4.004769802093506,0
2019-10-01,4.009900093078613,4.02370023727417,4.007780075073242,4.008699893951416,0
2019-10-02,4.002900123596191,4.014949798583984,3.9754199981689453,4.002699851989746,0
2019-10-03,3.9786999225616455,3.9902000427246094,3.9367001056671143,3.9784998893737793,0
2019-10-04,3.9477200508117676,3.9505999088287354,3.9314000606536865,3.9489998817443848,0
2019-10-07,3.931999921798706,3.952899932861328,3.9285500049591064,3.93179988861084,0
2019-10-08,3.9451000690460205,3.94950008392334,3.9369499683380127,3.944819927215576,0
2019-10-09,3.9428699016571045,3.9463000297546387,3.932029962539673,3.94350004196167,0
2019-10-10,3.9358999729156494,3.9379000663757324,3.911720037460327,3.9356400966644287,0
2019-10-11,3.9128799438476562,3.9170498847961426,3.8885200023651123,3.9128499031066895,0
2019-10-14,3.8999199867248535,3.9083099365234375,3.888360023498535,3.9021999835968018,0
2019-10-15,3.8946800231933594,3.90625,3.884459972381592,3.8954501152038574,0
2019-10-16,3.88919997215271,3.899600028991699,3.8680999279022217,3.8886399269104004,0
2019-10-17,3.867300033569336,3.8762099742889404,3.84060001373291,3.868340015411377,0
2019-10-18,3.8502299785614014,3.853100061416626,3.837519884109497,3.8501598834991455,0
2019-10-21,3.839099884033203,3.84060001373291,3.8257899284362793,3.8381900787353516,0
2019-10-22,3.8336000442504883,3.843899965286255,3.8299400806427,3.834249973297119,0
2019-10-23,3.837860107421875,3.852400064468384,3.835629940032959,3.838599920272827,0
2019-10-24,3.838099956512451,3.856800079345703,3.827970027923584,3.8380000591278076,0
2019-10-25,3.853300094604492,3.8610000610351562,3.842550039291382,3.8527400493621826,0
2019-10-28,3.859100103378296,3.8645999431610107,3.8472700119018555,3.858799934387207,0
2019-10-29,3.8501999378204346,3.8608999252319336,3.8359498977661133,3.8503000736236572,0
2019-10-30,3.8378000259399414,3.842099905014038,3.8294200897216797,3.836980104446411,0
2019-10-31,3.8173201084136963,3.825500011444092,3.8102800846099854,3.8178000450134277,0
2019-11-01,3.820310115814209,3.8236000537872314,3.8051600456237793,3.8213000297546387,0
2019-11-04,3.8078999519348145,3.8288800716400146,3.8035199642181396,3.807800054550171,0
2019-11-05,3.836199998855591,3.8547000885009766,3.827510118484497,3.834700107574463,0
2019-11-06,3.8515000343322754,3.857800006866455,3.845550060272217,3.851599931716919,0
2019-11-07,3.8521499633789062,3.8578999042510986,3.844130039215088,3.8521599769592285,0
2019-11-08,3.8526999950408936,3.868799924850464,3.8522698879241943,3.8536999225616455,0
2019-11-11,3.8700900077819824,3.8777999877929688,3.867530107498169,3.8701601028442383,0
2019-11-12,3.8738999366760254,3.887200117111206,3.8712000846862793,3.8726398944854736,0
2019-11-13,3.888040065765381,3.9001998901367188,3.8864800930023193,3.8889000415802,0
2019-11-14,3.898099899291992,3.906869888305664,3.8884499073028564,3.8980801105499268,0
2019-11-15,3.886699914932251,3.8914999961853027,3.865309953689575,3.8859000205993652,0
2019-11-18,3.8653600215911865,3.881730079650879,3.8645999431610107,3.8662800788879395,0
2019-11-19,3.874799966812134,3.879420042037964,3.8666000366210938,3.8750200271606445,0
2019-11-20,3.8672800064086914,3.8850998878479004,3.867110013961792,3.8673899173736572,0
2019-11-21,3.8766000270843506,3.8852999210357666,3.87106990814209,3.876300096511841,0
2019-11-22,3.8828999996185303,3.8970000743865967,3.8770499229431152,3.8826301097869873,0
2019-11-25,3.8982999324798584,3.905550003051758,3.8932199478149414,3.898400068283081,0
2019-11-26,3.903700113296509,3.9106199741363525,3.899199962615967,3.903599977493286,0
2019-11-27,3.905900001525879,3.920799970626831,3.9051098823547363,3.9051098823547363,0
2019-11-28,3.915299892425537,3.930000066757202,3.9105000495910645,3.9142000675201416,0
2019-11-29,3.923099994659424,3.933000087738037,3.909179925918579,3.9217801094055176,0
2019-12-02,3.911439895629883,3.9170000553131104,3.8625500202178955,3.9123899936676025,0
2019-12-03,3.8692901134490967,3.876199960708618,3.8600499629974365,3.8694300651550293,0
2019-12-04,3.86299991607666,3.867799997329712,3.8486900329589844,3.863100051879883,0
2019-12-05,3.8589799404144287,3.8629000186920166,3.8503000736236572,3.8606998920440674,0
2019-12-06,3.8493099212646484,3.877700090408325,3.8449900150299072,3.8493499755859375,0
2019-12-09,3.8673698902130127,3.8726999759674072,3.8628499507904053,3.867729902267456,0
2019-12-10,3.8745501041412354,3.8766000270843506,3.863909959793091,3.8747398853302,0
2019-12-11,3.8669300079345703,3.8717000484466553,3.8597300052642822,3.8666200637817383,0
2019-12-12,3.8469998836517334,3.857300043106079,3.839200019836426,3.8471999168395996,0
2019-12-13,3.83240008354187,3.8410000801086426,3.820770025253296,3.8320999145507812,0
2019-12-16,3.839740037918091,3.8498001098632812,3.819689989089966,3.8388400077819824,0
2019-12-17,3.8209800720214844,3.8313701152801514,3.811300039291382,3.8208799362182617,0
2019-12-18,3.821199893951416,3.844399929046631,3.820389986038208,3.820389986038208,0
2019-12-19,3.836400032043457,3.8391098976135254,3.825540065765381,3.836400032043457,0
2019-12-20,3.832200050354004,3.843600034713745,3.825200080871582,3.8320999145507812,0
2019-12-23,3.8411200046539307,3.851599931716919,3.8354499340057373,3.8410799503326416,0
2019-12-24,3.852799892425537,3.8552000522613525,3.8341100215911865,3.8534998893737793,0
2019-12-25,3.8578999042510986,3.933199882507324,3.858299970626831,3.858299970626831,0
2019-12-26,3.8387999534606934,3.8454999923706055,3.8342700004577637,3.8387999534606934,0
2019-12-27,3.8371999263763428,3.8399999141693115,3.8094100952148438,3.8359999656677246,0
2019-12-30,3.809689998626709,3.8120601177215576,3.791879892349243,3.8099000453948975,0
2019-12-31,3.7973999977111816,3.800600051879883,3.784759998321533,3.797800064086914,0
2020-01-01,3.805500030517578,3.890199899673462,3.795267105102539,3.805500030517578,0
2020-01-02,3.7929999828338623,3.8053998947143555,3.787990093231201,3.7929999828338623,0
2020-01-03,3.7939999103546143,3.825500011444092,3.7903199195861816,3.7943999767303467,0
2020-01-06,3.801039934158325,3.805999994277954,3.7826499938964844,3.8008599281311035,0
2020-01-07,3.7795000076293945,3.809999942779541,3.778749942779541,3.779099941253662,0
2020-01-08,3.806849956512451,3.81820011138916,3.799099922180176,3.8069000244140625,0
2020-01-09,3.8097000122070312,3.8259999752044678,3.8062899112701416,3.808540105819702,0
2020-01-10,3.8217999935150146,3.8311500549316406,3.807729959487915,3.8215999603271484,0
2020-01-13,3.810770034790039,3.8148999214172363,3.8003499507904053,3.810770034790039,0
2020-01-14,3.80049991607666,3.803100109100342,3.7885499000549316,3.8010499477386475,0
2020-01-15,3.794800043106079,3.800539970397949,3.7816500663757324,3.7948999404907227,0
2020-01-16,3.793299913406372,3.8025999069213867,3.7876100540161133,3.7934999465942383,0
2020-01-17,3.800100088119507,3.825500011444092,3.7985999584198,3.7985999584198,0
2020-01-20,3.8210198879241943,3.830199956893921,3.8174400329589844,3.820470094680786,0
2020-01-21,3.825200080871582,3.831700086593628,3.8089001178741455,3.825200080871582,0
2020-01-22,3.8171000480651855,3.8289499282836914,3.8136401176452637,3.816699981689453,0
2020-01-23,3.819499969482422,3.847670078277588,3.8179900646209717,3.8194000720977783,0
2020-01-24,3.8410000801086426,3.8645999431610107,3.833620071411133,3.84060001373291,0
2020-01-27,3.8598599433898926,3.8856000900268555,3.853800058364868,3.8584299087524414,0
2020-01-28,3.881160020828247,3.8873000144958496,3.876300096511841,3.881190061569214,0
2020-01-29,3.875699996948242,3.898200035095215,3.874300003051758,3.8756000995635986,0
2020-01-30,3.890899896621704,3.893199920654297,3.882699966430664,3.8893799781799316,0
2020-01-31,3.892899990081787,3.9028398990631104,3.874340057373047,3.8931000232696533,0
2020-02-03,3.873800039291382,3.891200065612793,3.87362003326416,3.8742198944091797,0
2020-02-04,3.8845601081848145,3.890500068664551,3.8650999069213867,3.8847498893737793,0
2020-02-05,3.869999885559082,3.87719988822937,3.849400043487549,3.8696000576019287,0
2020-02-06,3.858299970626831,3.8827500343322754,3.855180025100708,3.8587000370025635,0
2020-02-07,3.878499984741211,3.90339994430542,3.8761000633239746,3.8775999546051025,0
2020-02-10,3.900789976119995,3.913800001144409,3.8910698890686035,3.901599884033203,0
2020-02-11,3.9066500663757324,3.9107699394226074,3.88959002494812,3.906749963760376,0
2020-02-12,3.898099899291992,3.905400037765503,3.894550085067749,3.8977999687194824,0
2020-02-13,3.909600019454956,3.9247000217437744,3.906480073928833,3.9076499938964844,0
2020-02-14,3.914900064468384,3.9219000339508057,3.9064600467681885,3.91483998298645,0
2020-02-17,3.916059970855713,3.936199903488159,3.9158499240875244,3.9160900115966797,0
2020-02-18,3.930999994277954,3.9602699279785156,3.929080009460449,3.9310998916625977,0
2020-02-19,3.952359914779663,3.9623301029205322,3.9470601081848145,3.9523799419403076,0
2020-02-20,3.9504001140594482,3.970900058746338,3.944469928741455,3.9503400325775146,0
2020-02-21,3.9647998809814453,3.9707000255584717,3.9446299076080322,3.964169979095459,0
2020-02-24,3.95986008644104,3.9818201065063477,3.958820104598999,3.961400032043457,0
2020-02-25,3.969899892807007,3.9737000465393066,3.9489200115203857,3.9697000980377197,0
2020-02-26,3.9572999477386475,3.970370054244995,3.9508800506591797,3.957200050354004,0
2020-02-27,3.9646999835968018,3.963399887084961,3.927799940109253,3.963399887084961,0
2020-02-28,3.930079936981201,3.9536800384521484,3.9223499298095703,3.9303600788116455,0
2020-03-02,3.9219000339508057,3.923870086669922,3.8681299686431885,3.9191200733184814,0
2020-03-03,3.8742001056671143,3.890899896621704,3.836639881134033,3.874300003051758,0
2020-03-04,3.8550000190734863,3.8691799640655518,3.835829973220825,3.854029893875122,0
2020-03-05,3.856139898300171,3.861340045928955,3.8362700939178467,3.856019973754883,0
2020-03-06,3.837100028991699,3.843400001525879,3.781369924545288,3.8356199264526367,0
2020-03-09,3.7893099784851074,3.799299955368042,3.7560501098632812,3.789340019226074,0
2020-03-10,3.7972099781036377,3.8092401027679443,3.782130002975464,3.79721999168396,0
2020-03-11,3.80292010307312,3.8342199325561523,3.792370080947876,3.8035550117492676,0
2020-03-12,3.8415000438690186,3.9529199600219727,3.820499897003174,3.840980052947998,0
2020-03-13,3.9161999225616455,3.955359935760498,3.885119915008545,3.9138500690460205,0
2020-03-16,3.917759895324707,3.977760076522827,3.9077200889587402,3.9163200855255127,0
2020-03-17,3.9745700359344482,4.084650039672852,3.9692299365997314,3.9759199619293213,0
2020-03-18,4.05679988861084,4.1795501708984375,4.037089824676514,4.0559000968933105,0
2020-03-19,4.097799777984619,4.27308988571167,4.104340076446533,4.105289936065674,0
2020-03-20,4.273819923400879,4.293700218200684,4.158909797668457,4.290900230407715,0
2020-03-23,4.209350109100342,4.306310176849365,4.1915202140808105,4.211009979248047,0
2020-03-24,4.2820000648498535,4.296899795532227,4.218850135803223,4.278800010681152,0
2020-03-25,4.26092004776001,4.274139881134033,4.210770130157471,4.259880065917969,0
2020-03-26,4.1869797706604,4.2047600746154785,4.122099876403809,4.186800003051758,0
